Date,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity,Ward,Searches,Searches which got estimate,Searches for Quotes,Searches which got Quotes,Bookings,Completed Trips,Search-to-estimate Rate,Estimate-to-search for quotes Rate,Quote Acceptance Rate,Quote-to-booking Rate,Cancelled Bookings,Booking Cancellation Rate,Conversion Rate,Drivers' Earnings,Average Distance per Trip (km),Average Fare per Trip,Distance Travelled (km),latitude,longitude,h3_index
2023-06-15,whitefield,ITPL Main Road,24537,42.345493375518345,1.2786202703842835,86.51715787749075,100.0,2,99.074,76.01634356111,68.742915766899,74.6525407026266,125,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-06-15,koramangala,Sony World Junction,44244,33.723043076970626,1.5,100.0,100.0,1,138.488,11.64547291149484,66.60930829814,90.74244706209412,73,Rain,Yes,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-06-15,koramangala,Sarjapur Road,13587,34.313228773657585,1.2450801848921793,45.2719146680532,69.72025128414843,3,77.174,79.32372962254256,72.88237704909172,63.835898686227246,196,Windy,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-06-16,whitefield,Marathahalli Bridge,14442,50.08487085829936,1.2572652694570254,51.46259878349058,67.85514928419823,0,78.884,42.65437012058602,93.41669730709732,86.61716327226299,219,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-06-16,koramangala,Sarjapur Road,29834,20.0,1.5,96.6964267993678,100.0,3,109.668,66.91352534544492,90.22976859793388,85.01086116053409,105,Overcast,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-06-17,whitefield,Marathahalli Bridge,7162,43.662147511179526,1.1559929671791325,29.083924052490687,37.42494077896006,2,64.324,33.87932416042766,85.91021189158818,65.5086344764681,218,Clear,Yes,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-06-17,whitefield,ITPL Main Road,14388,41.72430156328689,1.1828432315070898,43.34309913349029,69.66456286480242,0,78.776,69.76877556211493,90.4692109890122,94.18628660110777,208,Overcast,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-06-17,koramangala,Sony World Junction,60249,27.16961802929412,1.5,100.0,100.0,1,170.498,26.560326971224043,83.2958531480304,92.7882148685254,97,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-06-17,koramangala,Sarjapur Road,60931,39.87302734792589,1.5,100.0,100.0,4,171.862,20.61633151087881,74.54195316134344,83.6212484357078,91,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-06-18,whitefield,Marathahalli Bridge,15808,44.00710400905212,1.347809650887287,55.08947785718834,78.24727696489286,1,81.616,74.95021852300651,90.35427557507322,51.02896961745807,99,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-06-18,koramangala,Sarjapur Road,32770,47.11432922645283,1.5,100.0,100.0,3,115.54,12.496382064338889,63.61654210501814,88.98882034080808,100,Rain,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-06-19,whitefield,Marathahalli Bridge,23232,69.08640031158652,1.288280197866593,72.67392182152918,100.0,1,96.464,47.95924673087328,70.81637624261388,63.437008717404375,82,Overcast,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-06-20,whitefield,Marathahalli Bridge,24893,38.729105638744805,1.2436585337776582,79.350782565291,100.0,0,99.786,76.64359442172591,62.678868051764894,66.4419602975307,114,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-06-20,koramangala,Sony World Junction,48311,33.18253808990042,1.5,100.0,100.0,3,146.622,72.96057831132106,64.87198494572144,57.067733294273296,112,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-06-20,koramangala,Sarjapur Road,30376,27.354225693355133,1.5,100.0,100.0,2,110.752,22.07280187867504,87.82320560237056,82.82324756681317,116,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-06-21,whitefield,Marathahalli Bridge,15021,47.71827565916023,1.2047867697962455,50.79016840420715,79.65886473541991,1,80.042,69.09277321299408,91.62310800172726,51.394822055305056,117,Rain,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-06-21,whitefield,ITPL Main Road,8705,38.58162135994105,1.2389260666148874,26.24223871569204,40.94019264627431,1,67.41,52.82209448601407,60.5028358641794,71.49660053300164,189,Overcast,Yes,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-06-21,koramangala,Sony World Junction,31114,43.56349324721673,1.5,100.0,100.0,1,112.228,62.87839989543258,96.03613467395766,95.58364192242983,108,Rain,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-06-21,koramangala,Sarjapur Road,34030,29.86137488084512,1.5,100.0,100.0,2,118.06,77.85917843730111,97.04648225330936,51.95043847227595,101,Rain,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-06-22,whitefield,ITPL Main Road,20790,44.83466236386306,1.1164143741511297,75.20705536599866,99.73495296455116,4,91.58,26.87449629473645,74.73057804970196,71.37777879067097,112,Rain,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-06-22,koramangala,Sarjapur Road,42614,20.0,1.5,100.0,100.0,0,135.228,34.65588739326521,85.58548243342162,79.44000209787778,84,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-06-23,whitefield,Marathahalli Bridge,24136,51.04297959934178,1.1588236783135208,84.61717222785742,100.0,1,98.272,57.60724809991979,84.15651104439962,87.97182214899593,98,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-06-23,whitefield,ITPL Main Road,21842,38.24478485207944,1.0393630221923358,82.39229039168505,100.0,1,93.684,41.90582498917448,98.0319715629186,62.089406250166,107,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-06-23,koramangala,Sony World Junction,28204,31.190287544841617,1.5,100.0,100.0,2,106.408,43.72276030544885,62.515616243187175,98.45835291802996,99,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-06-24,koramangala,Sony World Junction,49818,28.95085536059284,1.5,100.0,100.0,2,149.636,44.2919820889207,82.02489410798742,96.38288593922474,99,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-06-24,koramangala,Sarjapur Road,47881,35.55936502036597,1.5,100.0,100.0,0,145.762,34.085640078374325,62.68155003879145,89.06273771532936,88,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-06-25,whitefield,Marathahalli Bridge,30648,43.894908477593695,1.5,94.17047790108522,100.0,2,111.296,52.01474775981269,77.22204110366556,57.83751765978556,110,Windy,Yes,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-06-25,whitefield,ITPL Main Road,29774,20.0,1.5,100.0,100.0,0,109.548,52.27894453904652,69.15489824092204,98.44355228935484,106,Windy,Yes,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-06-25,koramangala,Sony World Junction,59728,41.62284055587123,1.5,100.0,100.0,2,169.45600000000002,17.948816847400508,74.34314312698592,58.65162407068356,101,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-06-25,koramangala,Sarjapur Road,29323,28.60826394040428,1.5,87.78062158480378,100.0,1,108.646,28.43652625174581,74.13290236112232,51.982570741119815,91,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-06-26,whitefield,ITPL Main Road,35134,63.46465051119348,1.5,100.0,100.0,2,120.268,62.42075193860537,78.987420633101,95.16237144797115,100,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-06-26,koramangala,Sarjapur Road,46115,20.0,1.5,100.0,100.0,2,142.23000000000002,68.61937131608988,81.46504962491098,79.38241607443916,94,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-06-27,whitefield,ITPL Main Road,22135,32.755413691935715,1.1838661350046051,77.55826625775421,100.0,2,94.27,74.75130486098146,61.22785155269913,94.05323127956012,100,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-06-28,koramangala,Sarjapur Road,32721,30.752186522494675,1.5,100.0,100.0,2,115.442,18.684804404831542,76.30511906500618,61.33411701121716,99,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-06-29,koramangala,Sony World Junction,62412,40.20521449659049,1.5,100.0,100.0,0,174.824,74.21461046607456,63.717614446805,89.23323873098809,81,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-06-29,koramangala,Sarjapur Road,30301,50.46575343161071,1.5,92.71486339722944,100.0,2,110.602,48.4432377493703,82.93392533838269,79.13053327486385,81,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-06-30,whitefield,ITPL Main Road,21911,49.81583364403748,1.2115314649542823,73.17396468234503,100.0,5,93.822,57.44189960647753,69.01992614657847,92.29343207836266,88,Overcast,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-06-30,koramangala,Sarjapur Road,28205,44.845543467204855,1.5,97.5748505846472,100.0,4,106.41,59.67211756409488,76.40294335999769,76.56513980125774,104,Rain,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-01,whitefield,Marathahalli Bridge,23045,40.0715475367125,1.1989092079674533,73.7666237772081,100.0,4,96.09,24.88097047452766,95.39511960970172,69.49678629393097,106,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-07-01,whitefield,ITPL Main Road,15013,48.33985461838896,1.3964588501520725,51.99535354284438,73.0593540808332,1,80.026,55.80565168242293,66.37092521265177,54.377135942067845,96,Rain,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-07-01,koramangala,Sony World Junction,29721,20.06762487836164,1.5,98.83030569670154,100.0,1,109.442,77.06209920091672,62.7424837548213,77.47858776919122,94,Rain,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-01,koramangala,Sarjapur Road,59793,33.443446903810226,1.5,100.0,100.0,4,169.586,57.53124527158828,82.14500001433736,52.74748174740002,93,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-02,whitefield,Marathahalli Bridge,33619,28.78730200372905,1.5,100.0,100.0,2,117.238,10.15483702792267,78.1104856216495,50.07484075750873,119,Rain,Yes,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-07-02,koramangala,Sony World Junction,49262,25.16008097143896,1.5,100.0,100.0,3,148.524,20.36410866002027,70.95726206546146,66.62504641144787,88,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-02,koramangala,Sarjapur Road,14680,42.31036585922428,1.0791098519497084,49.15980266137616,71.61183919720031,0,79.36,66.66989869806109,95.60778232224436,98.49154361456874,201,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-03,koramangala,Sony World Junction,42853,33.8212937907418,1.5,100.0,100.0,2,135.70600000000002,60.48880687276458,98.77240638308334,76.05034556086336,94,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-03,koramangala,Sarjapur Road,43886,34.22453170914693,1.5,100.0,100.0,2,137.772,35.79343607448569,99.5144899522417,52.39413376126636,104,Overcast,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-04,whitefield,Marathahalli Bridge,9307,43.95456277451344,1.0209861571561851,21.74723039994852,49.75251275517122,1,68.614,56.02333345981389,62.57087971479337,88.2805254325111,192,Rain,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-07-04,whitefield,ITPL Main Road,16423,43.79102280649711,1.3508636630482744,62.886782135692535,80.89872321755442,0,82.846,23.41627356001996,95.27812382777758,61.561126126024696,101,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-07-04,koramangala,Sony World Junction,47840,30.34386684759311,1.5,100.0,100.0,1,145.68,30.978204342705173,86.78072631496555,59.14791849542818,85,Rain,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-04,koramangala,Sarjapur Road,50254,20.0,1.5,100.0,100.0,1,150.50799999999998,27.061742740418943,68.09454927137348,56.10491104628412,98,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-05,whitefield,Marathahalli Bridge,17336,44.167463596645554,1.257796780901148,54.892236822497125,86.25959221137089,1,84.672,13.350679939162692,76.67463111386604,69.40149109875208,115,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-07-05,whitefield,ITPL Main Road,28688,59.38548793411073,1.5,92.82356746139178,100.0,2,107.376,49.32074862969397,94.3562485665782,78.11183962282519,82,Overcast,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-07-05,koramangala,Sony World Junction,45044,53.76731282427016,1.5,100.0,100.0,1,140.088,57.56807653434422,78.12379994453036,85.83899657314586,97,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-05,koramangala,Sarjapur Road,47340,27.279399085938817,1.5,100.0,100.0,1,144.68,49.84968143634321,96.0655570752034,93.35844372002146,92,Fog,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-06,koramangala,Sarjapur Road,49541,28.293684682353472,1.5,100.0,100.0,3,149.082,72.52317294052182,89.30714099557903,84.49912919132535,106,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-07,koramangala,Sarjapur Road,28707,35.19804417949717,1.5,87.67440388819959,100.0,2,107.414,75.84793462828208,98.03580426348508,52.80210617723489,95,Rain,Yes,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-08,whitefield,Marathahalli Bridge,22429,34.09580475493754,1.2751286440317258,65.73546427705003,100.0,0,94.858,43.88462077705172,85.69907172474053,56.94686379414685,97,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-07-09,whitefield,Marathahalli Bridge,13526,40.30281765796682,1.0151534431101297,39.59402162729836,69.91754538713938,1,77.05199999999999,75.55425812260815,66.36144415460612,54.46706137520314,184,Rain,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-07-09,koramangala,Sony World Junction,29656,37.38818901382916,1.5,100.0,100.0,10,109.312,77.52809399963067,77.92920005803695,96.26936148606168,91,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-10,whitefield,ITPL Main Road,14073,42.845994300369725,1.1594663393715574,54.154414204868296,69.09412155853241,0,78.146,65.2398601875872,80.63899747477407,52.36944297546895,187,Overcast,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-07-10,koramangala,Sony World Junction,32118,47.6042675217956,1.5,100.0,100.0,1,114.236,45.84823675869801,68.64024745088982,61.50278654408889,109,Windy,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-10,koramangala,Sarjapur Road,47989,34.82430639908642,1.5,100.0,100.0,1,145.978,73.88119226854474,62.79557520284137,64.16933629169733,107,Overcast,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-11,whitefield,Marathahalli Bridge,16469,49.06151796825761,1.3582225736128328,59.156371442854784,78.58000320463364,1,82.938,51.69669988109085,80.90751299806871,53.62031012874895,99,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
